مشخصه,نام درس,مقطع کلاس,نظری,نوع عملی,نوع عملی,جنسیت,گروه کلاس,باقي مانده,ساعت کلاس,ساعت امتحان,ت امتحان,نام استاد,گروه بندی
11150,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس a2,08:00,"
20/03/99
",آزادگان الهام, —— 
11152,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,3,پنج شنـبه12:45 10:30 کلاس a2,08:00,"
20/03/99
",ارژنگ اصغر, —— 
11155,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه19:00 16:30 کلاس a3,08:00,"
21/03/99
",يوسفي مهدي, —— 
11158,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,2,دوشـــنبه12:45 10:30 کلاس a3,14:00,"
20/03/99
",رضابيك سعيده, —— 
11160,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس 112b,08:00,"
20/03/99
",حقايقي سميه, —— 
11162,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,10,چهار شنبه12:45 10:30 کلاس 6علوم,14:00,"
20/03/99
",شجاعي بهروز, —— 
91391,مدارهاي الكتريكي  ,کارشناسي,  3,--,--,مختلط, ,2,يکشنـــبه10:15 08:00 کلاس 103f,10:30,"
21/03/99
",چوپاني قلعه رودخاني كيوان, —— 
91296,مدارهاي الكتريكي  ,کارشناسي,  3,--,--,مختلط, ,2,دوشـــنبه18:45 16:30 کلاس 201f,10:30,"
21/03/99
",چوپاني قلعه رودخاني كيوان, —— 
91298,مدارهاي الكتريكي  ,کارشناسي,  3,--,--,مختلط, ,1,پنج شنـبه18:45 16:30 کلاس 118b,10:30,"
21/03/99
",امجديان محسن, —— 
91287,مديريت پروژه هاي فناوري اطلاعات  ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 6علوم,14:00,"
21/03/99
",آجرلو شهرام, —— 
11151,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,3,چهار شنبه19:00 16:30 کلاس a2,16:30,"
20/03/99
",عزيزي رزا, —— 
11154,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,13,شنبـــــه12:45 10:30 کلاس a3,16:30,"
20/03/99
",عزتي رضا, —— 
11157,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,6,يکشنـــبه19:00 16:30 کلاس a3,08:00,"
21/03/99
",ميروكيلي منيرالسادات, —— 
11159,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس a3,10:30,"
20/03/99
",دره شيري شايسته, —— 
11161,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس a3,08:00,"
21/03/99
",يوسفي مهدي, —— 
11163,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه19:00 16:30 کلاس a3,10:30,"
20/03/99
",دريلي قوجالار حسام الدين, —— 
11164,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس a3,10:30,"
20/03/99
",دريلي قوجالار حسام الدين, —— 
11166,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,3,شنبـــــه16:15 14:00 کلاس 6علوم,14:00,"
20/03/99
",شجاعي بهروز, —— 
11168,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس a4,16:30,"
20/03/99
",مقصودي شورابي داود, —— 
11170,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه10:15 08:00 کلاس a4,08:00,"
20/03/99
",صفري فرزانه, —— 
10150,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,6,چهار شنبه16:15 14:00 کلاس a2,08:00,"
21/03/99
",اسلامي ربابه, —— 
10153,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,28,شنبـــــه10:15 08:00 کلاس a3,16:30,"
20/03/99
",عزتي رضا, —— 
10156,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,18,يکشنـــبه16:15 14:00 کلاس a3,08:00,"
21/03/99
",عزيزي ناصر, —— 
10160,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,4,چهار شنبه16:15 14:00 کلاس 112b,08:00,"
20/03/99
",حقايقي سميه, —— 
10165,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,2,شنبـــــه12:45 10:30 کلاس 6علوم,14:00,"
20/03/99
",شجاعي بهروز, —— 
91200,معماري كامپيوتر  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس 302f,14:00,"
03/04/99
",شميراني حميدرضالطفعلي, —— 
11165,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,13,شنبـــــه10:15 08:00 کلاس 6علوم,14:00,"
20/03/99
",شجاعي بهروز, —— 
11167,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,9,يکشنـــبه10:15 08:00 کلاس a4,16:30,"
20/03/99
",يوسفي اسماعيل, —— 
11169,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,3,دوشـــنبه10:15 08:00 کلاس a4,16:30,"
20/03/99
",عزتي رضا, —— 
10149,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه10:15 08:00 کلاس a2,08:00,"
20/03/99
",آزادگان الهام, —— 
10151,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,19,پنج شنـبه10:15 08:00 کلاس a2,08:00,"
20/03/99
",ارژنگ اصغر, —— 
10154,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس a3,08:00,"
21/03/99
",يوسفي مهدي, —— 
10159,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه10:15 08:00 کلاس 112b,08:00,"
20/03/99
",حقايقي سميه, —— 
10161,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,9,چهار شنبه10:15 08:00 کلاس 6علوم,14:00,"
20/03/99
",شجاعي بهروز, —— 
10169,معادلات ديفرانسيل  ,کارشناسي,  3,--,--,مختلط, ,2,دوشـــنبه12:45 10:30 کلاس a4,16:30,"
20/03/99
",عزتي رضا, —— 
91201,معماري كامپيوتر  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 302f,14:00,"
03/04/99
",شميراني حميدرضالطفعلي, —— 
91202,معماري كامپيوتر  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه10:15 08:00 کلاس 301f,14:00,"
03/04/99
",شميراني حميدرضالطفعلي, —— 
91204,معماري كامپيوتر  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس 302f,14:00,"
03/04/99
",پيشوايي عبدالرضا, —— 
91325,مهندسي اينترنت  ,کارشناسي,  3,--,--,مختلط, ,2,پنج شنـبه10:15 08:00 کلاس 116b,14:00,"
20/03/99
",فيلي مريم, —— 
91271,مهندسي نرم افزار  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس 301f,08:00,"
03/04/99
",نيك روان شلماني عليرضا, —— 
91465,مهندسي نرم افزار  ,کارشناسي,  3,--,--,مختلط, ,16,چهار شنبه12:45 10:30 کلاس 100f,08:00,"
03/04/99
",نحوي بهناز, —— 
91205,نظريه زبان ها و ماشين ها  ,کارشناسي,  3,--,--,مختلط, ,4,پنج شنـبه18:45 16:30 کلاس 302f,08:00,"
04/04/99
",محمدزاده جواد, —— 
91207,نظريه زبان ها و ماشين ها  ,کارشناسي,  3,--,--,مختلط, ,4,سه شنبــه10:15 08:00 کلاس 302f,08:00,"
04/04/99
",محمدزاده جواد, —— 
91507,نظريه زبان ها و ماشين ها  ,کارشناسي,  3,--,--,مختلط, ,4,دوشـــنبه12:45 10:30 کلاس 1علوم,08:00,"
04/04/99
",سرشار محمدرضا, —— 
91312,هوش مصنوعي و سيستم هاي خبره  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه10:15 08:00 کلاس 109پرستاري,08:00,"
31/03/99
",سليماني علي, —— 
91314,هوش مصنوعي و سيستم هاي خبره  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس 104f,08:00,"
31/03/99
",ميرحسيني سيد محسن, —— 
91203,معماري كامپيوتر  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس 302f,14:00,"
03/04/99
",شميراني حميدرضالطفعلي, —— 
91488,معماري كامپيوتر  ,کارشناسي,  3,--,--,مختلط, ,6,پنج شنـبه10:15 08:00 کلاس 302f,14:00,"
03/04/99
",پيشوايي عبدالرضا, —— 
91326,مهندسي اينترنت  ,کارشناسي,  3,--,--,مختلط, ,5,دوشـــنبه12:45 10:30 کلاس 301f,14:00,"
20/03/99
",فيلي مريم, —— 
91273,مهندسي نرم افزار  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 202f,08:00,"
03/04/99
",نيك روان شلماني عليرضا, —— 
91482,نظريه زبان ها و ماشين ها  ,کارشناسي,  3,--,--,مختلط, ,2,شنبـــــه16:15 13:00 کلاس 203f,08:00,"
04/04/99
",سرشار محمدرضا, —— 
91206,نظريه زبان ها و ماشين ها  ,کارشناسي,  3,--,--,مختلط, ,6,چهار شنبه18:45 16:30 کلاس 301f,08:00,"
04/04/99
",محمدزاده جواد, —— 
91208,نظريه زبان ها و ماشين ها  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس 304f,08:00,"
04/04/99
",محمدزاده جواد, —— 
91495,هوش مصنوعي و سيستم هاي خبره  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه16:15 13:00 کلاس 1علوم,08:00,"
31/03/99
",سرشار محمدرضا, —— 
91313,هوش مصنوعي و سيستم هاي خبره  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس 109پرستاري,08:00,"
31/03/99
",سليماني علي, —— 
91315,هوش مصنوعي و سيستم هاي خبره  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 109پرستاري,08:00,"
31/03/99
",ميرحسيني سيد محسن, —— 
